property_id,neighborhood,year,total_assessed_value,property_area,number_of_bedrooms,number_of_bathrooms,building_age,latitude,longitude,pca_x,pca_y,tsne_x,tsne_y
26415,Potrero Hill,2017,35982.0,0.0,0,2.0,123.0,37.755740656,-122.401391723,-2.4067015001121783,2.0187461486683365,,
26416,Lone Mountain,2015,363053.0,934.0,0,0.0,21.0,37.780205881,-122.450945559,-1.355831980874308,1.6574448180675172,,
26417,Excelsior,2021,350742.0,875.0,0,1.0,98.0,37.728442911,-122.426944416,0.45724996471177803,-0.8775685668619249,,
26418,Monterey Heights,2016,999343.0,2620.0,0,3.0,97.0,37.732042521,-122.458791017,1.885397611506506,1.307362228590832,,
26419,West Portal,2019,152756.0,0.0,0,0.0,86.0,37.735335952,-122.473338104,0.23668313352042816,1.9326472359311826,,
26420,Western Addition,2022,751696.0,1104.0,0,2.0,60.0,37.78438463,-122.426974805,-1.7914066442390646,-2.263743056978777,,
26421,South of Market,2021,307225.0,1119.0,1,1.0,27.0,37.774855732,-122.410656866,-2.50369239880778,-1.6940481060128754,,
26422,Mount Davidson Manor,2019,517178.0,1995.0,0,3.0,43.0,37.727008446,-122.461934639,1.7676843489139848,0.8456766271247393,,
26423,Sea Cliff,2023,175373.0,2760.0,0,2.0,103.0,37.784115906,-122.488988145,1.7784258199123462,-1.8545772234638949,,
26424,Van Ness/ Civic Center,2020,895656.0,616.0,1,1.0,7.0,37.789553094,-122.423278885,-2.5929500349088976,-1.3401217600885842,,
26425,Pine Lake Park,2015,847649.0,1478.0,0,1.0,83.0,37.734775677,-122.492616037,2.47356373804059,2.0638160518326685,87.2290267944336,24.114625930786133
26426,Bernal Heights South,2017,26821.0,1150.0,0,1.0,118.0,37.739577505,-122.417529589,-0.6495869247221344,2.8053780290531605,,
26427,Miraloma Park,2017,477662.0,1355.0,0,2.0,67.0,37.740389085,-122.446471715,0.3844245449594042,1.3080923509776257,,
26428,Visitacion Valley,2017,440431.0,1131.0,3,2.0,78.0,37.710359443,-122.421119878,1.17191932974452,1.3002265476927426,,
26429,Silver Terrace,2019,779986.0,864.0,0,1.0,81.0,37.735096257,-122.398396039,-0.6111291205703075,0.9352349211627452,,
26430,Marina,2023,188474.0,2198.0,0,2.0,96.0,37.803663042,-122.442360662,-0.8061766779256713,-2.3421352671091813,,
26431,Central Sunset,2022,1870934.0,1957.0,5,4.0,97.0,37.760500257,-122.486914339,2.9694790944532294,-2.531593707150011,,
26432,Financial District South,2023,1962750.0,1178.0,2,2.0,7.0,37.788682017,-122.391851353,-2.0398163414846247,-3.1779843630142484,,
26433,Inner Richmond,2021,836316.0,970.0,2,2.0,34.0,37.780630007,-122.466052365,0.37686293798000264,-1.6982197067222307,,
26434,Mission Bay,2023,2142322.0,1921.0,2,2.0,11.0,37.77159369,-122.388589379,-1.8312856170525136,-3.0052919707650614,,
26435,Outer Mission,2021,268571.0,1450.0,0,1.0,83.0,37.714842758,-122.448203542,1.643245817009504,-0.7237011434455323,,
26436,Inner Mission,2018,657980.0,922.0,2,2.0,16.0,37.763991723,-122.417819595,-1.7646588576477922,0.4705257514755508,,
26437,Noe Valley,2020,572680.0,1878.0,0,1.0,120.0,37.753274652,-122.437246585,-0.2146142119160287,-1.065124536829102,,
26438,Inner Mission,2018,538682.0,863.0,1,1.0,123.0,37.752039068,-122.40452908,-1.1804490812867592,1.0287011026497452,,
26439,Inner Richmond,2019,1447380.0,2382.0,4,3.0,118.0,37.776670111,-122.470991427,1.3795501975361821,0.2778960009699903,,
26440,Central Sunset,2022,643870.0,848.0,2,2.0,32.0,37.753454086,-122.488530104,2.010637401898749,-1.9623120093185384,,
26441,Clarendon Heights,2023,756846.0,1788.0,0,1.0,105.0,37.758414485,-122.448027902,0.09649574998294223,-2.0475294632090937,,
26442,Financial District South,2015,437056.0,672.0,1,1.0,19.0,37.786605589,-122.399099442,-2.723513032170778,1.1579394519582795,,
26443,Inner Mission,2017,156564.0,1005.0,2,1.0,123.0,37.753671707,-122.404146928,-1.2239296749952804,1.3320553201893364,,
26444,Candlestick Point,2021,967048.0,1930.0,4,3.0,10.0,37.711542063,-122.394575128,0.8054719753157524,-2.2383560063832424,,
26445,Buena Vista Park/Ashbury Heights,2021,1229416.0,2061.0,2,2.0,28.0,37.769339003,-122.437012967,-0.7859065354264281,-2.164173950958663,,
26446,Visitacion Valley,2015,325960.0,1425.0,4,2.0,35.0,37.718652076,-122.404441798,0.5491197066410554,1.4994377193340696,,
26447,Central Sunset,2015,1370160.0,3130.0,5,2.0,97.0,37.764997805,-122.479097291,2.0431941932704745,1.2866771294820802,,
26448,Mission Bay,2016,330312.0,944.0,2,1.0,16.0,37.770379537,-122.40106233,-2.5444769739712516,1.0697544488848845,,
26449,Mission Terrace,2021,1261413.0,1350.0,0,2.0,82.0,37.727271088,-122.443542753,1.1124642576703914,-1.243385789235903,,
26450,Ingleside Heights,2021,417609.0,1150.0,0,1.0,75.0,37.71706621,-122.464708501,2.0726566603896046,-0.7548982792592533,,
26451,Financial District South,2018,1362720.0,1263.0,0,0.0,27.0,37.786390684,-122.394761303,-2.719442023508696,0.5177450679281554,,
26452,Financial District South,2019,557016.0,1334.0,2,2.0,24.0,37.787602056,-122.391910711,-2.21409341857449,0.04454059241676734,,
26453,Central Sunset,2022,1169016.0,1537.0,3,2.0,78.0,37.762865509,-122.486530518,2.213315970450303,-2.1085550985070367,,
26454,Golden Gate Heights,2015,799900.0,1125.0,2,1.0,67.0,37.750438741,-122.466784682,0.8022174370146271,1.6311858823210401,,
26455,Parkside,2017,79774.0,1000.0,0,1.0,116.0,37.740408006,-122.483776285,1.9598280999287148,2.1128894620002234,,
26456,Sunnyside,2020,401358.0,2500.0,0,1.0,116.0,37.729741304,-122.451410146,1.2125048740117161,-0.6908945924639449,,
26457,Outer Mission,2019,410989.0,1200.0,0,1.0,116.0,37.709843766,-122.458481058,2.0603370960245204,1.5246589048832666,,
26458,Western Addition,2018,209222.0,709.0,2,1.0,37.0,37.782230315,-122.436889608,-1.9709577922091275,0.882550767643698,,
26459,Outer Parkside,2020,188385.0,3450.0,0,4.0,71.0,37.742255798,-122.498425441,3.391623662870385,-0.8103338047454882,,
26460,Excelsior,2015,49162.0,1025.0,0,1.0,74.0,37.723078089,-122.426544268,0.18771226436455768,2.41021986743572,,
26461,Corona Heights,2022,65688.0,1232.0,0,1.0,113.0,37.758953678,-122.44568149,-0.3977648840898168,-1.5887402204105976,,
26462,Mission Bay,2020,705308.0,903.0,1,1.0,14.0,37.773929713,-122.396240859,-2.4193607527859946,-1.555890074459113,-82.57694244384766,26.29188346862793
26463,South Beach,2021,1698748.0,1393.0,2,2.0,21.0,37.782646299,-122.390388145,-2.0094740467214294,-2.379835116573223,,
26464,South of Market,2019,637006.0,1160.0,0,0.0,21.0,37.77156378,-122.418801505,-2.878277183947961,0.5330783966077921,,
26465,Outer Parkside,2019,978162.0,1437.0,0,2.0,75.0,37.744357743,-122.496488376,2.767020551103571,1.1436301803726534,,
26466,Silver Terrace,2015,347551.0,1350.0,0,1.0,82.0,37.731391106,-122.401589737,-0.5233407706978973,1.91621405712181,,
26467,Bayview,2015,375504.0,1610.0,0,1.0,98.0,37.72917027,-122.391897825,-0.36959284397844844,1.9321301845848278,,
26468,South Beach,2019,1272368.0,1321.0,2,2.0,21.0,37.782646299,-122.390388145,-2.1933108332064246,-0.17184926387675595,,
26469,Glen Park,2023,690334.0,2688.0,4,3.0,109.0,37.73825617,-122.428272983,0.9894103733844514,-2.6282626236118705,,
26470,Russian Hill,2015,598158.0,2314.0,0,2.0,114.0,37.796866069,-122.416245789,-1.783315313777257,1.6446237273834805,,
26471,Hunters Point,2020,197017.0,670.0,1,1.0,6.0,37.727053079,-122.367723178,-0.7841738008173299,-0.5994960276169807,,
26472,Presidio Heights,2021,936190.0,1959.0,3,2.0,118.0,37.790332994,-122.44949751,0.13054955902951845,-1.7093143267920445,,
26473,Outer Richmond,2016,873012.0,1365.0,2,1.0,82.0,37.780509759,-122.507642551,2.318678537489013,1.6050259984735504,,
26474,Central Waterfront/Dogpatch,2021,537689.0,871.0,2,2.0,3.0,37.759747691,-122.389882115,-1.7129477471736951,-2.8726723251988138,,
26475,Outer Richmond,2021,1265375.0,1833.0,2,2.0,82.0,37.775559416,-122.508325995,2.8577102283082074,-1.3688260223781927,,
26476,Outer Richmond,2015,135670.0,3150.0,0,2.0,99.0,37.776194085,-122.495946471,2.048906382570433,2.1112939700949034,,
26477,Lone Mountain,2016,63572.0,2250.0,0,1.0,118.0,37.7751963,-122.456127271,-0.4096201228528529,1.8253487998907647,2.4294188022613525,4.789968013763428
26478,Central Richmond,2019,1592287.0,3641.0,0,6.0,24.0,37.782253543,-122.485176732,1.9027928178330704,0.10769725874247511,,
26479,Inner Sunset,2021,1155881.0,1500.0,0,1.0,86.0,37.759424277,-122.464173568,0.8027894440677846,-1.3020513504407965,,
26480,Portola,2021,434750.0,1767.0,3,1.0,116.0,37.73207704,-122.408162483,0.3574297581489596,-1.3373869925125823,,
26481,Central Richmond,2017,1087328.0,1150.0,0,1.0,101.0,37.78095067,-122.484053341,1.108329279469438,1.4021334605733058,,
26482,Outer Sunset,2017,116593.0,633.0,1,1.0,62.0,37.76350404,-122.509035909,2.2607173242827923,1.9126809130906497,,
26483,Portola,2021,816909.0,1825.0,0,2.0,123.0,37.724510879,-122.406403052,0.6264322146754606,-1.22895709402187,,
26484,Cole Valley/Parnassus Heights,2017,1782028.0,1820.0,3,3.0,123.0,37.766622262,-122.44763616,0.3954264601310813,0.6938972466504587,,
26485,Midtown Terrace,2023,468065.0,923.0,0,1.0,59.0,37.753604163,-122.448994481,-0.15253672494500856,-2.0597032682062637,,
26486,Central Sunset,2020,1401970.0,2250.0,0,2.0,75.0,37.76103206,-122.485768871,1.9812573947041772,-1.0773335355069955,34.00061798095703,-6.346217632293701
26487,South Beach,2015,964014.0,819.0,1,1.0,15.0,37.786062535,-122.392176464,-2.6709718820118504,0.9329956985035164,,
26488,Lakeside,2018,498156.0,1387.0,0,1.0,82.0,37.718831492,-122.473630335,2.230077234664922,1.4966764657912297,,
26489,Parkside,2015,480015.0,1225.0,3,2.0,73.0,37.740634633,-122.493616362,2.6087181170341514,1.8233937036965133,,
26490,Bernal Heights,2022,494878.0,2348.0,0,2.0,123.0,37.740747731,-122.419293312,0.0693625622050553,-2.237750215290144,,
26491,Twin Peaks,2020,275925.0,703.0,0,1.0,59.0,37.756486864,-122.443006285,-0.6671118320398441,-0.8784209645206278,,
26492,Potrero Hill,2023,369922.0,895.0,2,2.0,16.0,37.770379537,-122.40106233,-1.81571532604083,-2.693923664454757,,
26493,South of Market,2020,85508.0,678.0,0,0.0,26.0,37.770237629,-122.414042042,-2.8809674540683847,-1.0434153639067172,,
26494,Lake Street,2015,606808.0,790.0,2,1.0,35.0,37.785433678,-122.459403877,-0.2720232871383494,1.4911040211483073,,
26495,Central Richmond,2015,71270.0,1205.0,0,2.0,106.0,37.778233871,-122.477612247,0.9241646782673867,2.129873358136928,,
26496,Forest Knolls,2021,1335814.0,2196.0,5,3.0,64.0,37.753449834,-122.457553321,1.218518451636494,-2.145779617309055,,
26497,Outer Parkside,2021,115422.0,1175.0,0,1.0,83.0,37.741493612,-122.496743789,2.677038754203695,-0.5279364894837733,,
26498,Potrero Hill,2021,1171664.0,1038.0,2,2.0,28.0,37.76188728,-122.398765877,-1.5038141815007346,-1.9850445080084649,,
26499,North Panhandle,2018,1560600.0,1585.0,0,0.0,102.0,37.775237206,-122.44769662,-0.9032283830700766,0.9369183566435435,,
26500,Nob Hill,2018,288601.0,555.0,0,1.0,6.0,37.792911257,-122.422413833,-2.6301281254819147,0.6525375616254473,,
26501,Ingleside,2018,131273.0,1487.0,0,1.0,115.0,37.722711164,-122.458500281,1.6281753252015714,1.7346499315826236,,
26502,Visitacion Valley,2015,157811.0,1030.0,4,3.0,87.0,37.714944837,-122.403778981,1.032720302084081,1.6727266604021984,,
26503,Lake Street,2021,1979503.0,1200.0,3,2.0,121.0,37.786550038,-122.461189518,0.8464299293519296,-1.715719193253941,,
26504,Miraloma Park,2017,57282.0,1006.0,0,1.0,79.0,37.742590731,-122.449540114,0.09734634735221644,1.79749826110006,,
26505,South of Market,2022,369163.0,537.0,1,1.0,31.0,37.778082162,-122.410082388,-2.5699889280453654,-2.2887809602847375,,
26506,Miraloma Park,2022,1094585.0,1450.0,0,1.0,76.0,37.734681538,-122.452149265,0.8418625358440703,-1.8477478908270448,17.198040008544922,41.3590087890625
26507,Outer Richmond,2021,436569.0,1592.0,3,1.0,100.0,37.776220929,-122.505216789,2.63451122472381,-1.143841126454232,,
26508,Financial District South,2018,1754400.0,1366.0,2,2.0,7.0,37.788682017,-122.391851353,-2.2407444445469213,0.0358875017014657,,
26509,Ingleside Terrace,2016,482718.0,1680.0,4,1.0,99.0,37.728116563,-122.467955993,2.1967848800875123,1.5852880863453855,,
26510,Lake Shore,2018,599214.0,1434.0,0,2.0,69.0,37.732804296,-122.494662483,2.8364711584750983,1.2753588088040788,,
26511,Haight Ashbury,2017,1176051.0,3020.0,0,2.0,123.0,37.771981397,-122.436866778,-0.6087955999819104,1.250878662194691,,
26512,South of Market,2018,377634.0,597.0,1,1.0,6.0,37.773688797,-122.413485991,-2.864897809127966,0.634459168206997,,
26513,South Beach,2017,1750712.0,1752.0,2,2.0,10.0,37.780005718,-122.390270963,-2.1981665956292633,0.1678414951780698,,
26514,South Beach,2022,1290000.0,1150.0,2,2.0,19.0,37.781167045,-122.39069696,-2.0293126947825315,-2.94447207408545,,
26515,Noe Valley,2021,1053141.0,2265.0,4,3.0,117.0,37.746293258,-122.431108934,0.6228385604347896,-1.938383978099973,2.0959930419921875,-31.654788970947266
26516,Oceanview,2020,258821.0,1389.0,3,2.0,81.0,37.712107942,-122.459172964,2.3966408864839157,-0.8872930056939221,,
26517,Ingleside Heights,2019,715710.0,1090.0,0,1.0,70.0,37.713488222,-122.468640095,2.129739787926805,1.3457883907126844,,
26518,Van Ness/ Civic Center,2015,2800.0,0.0,0,0.0,86.0,37.778608347,-122.422193558,-4.040899875425164,3.1490886358227828,-59.056602478027344,74.68567657470703
26519,South Beach,2022,963778.0,660.0,1,1.0,86.0,37.779421839,-122.3967125,-2.088209991606703,-2.5120263999021164,,
26520,Mission Terrace,2015,581865.0,2013.0,0,1.0,106.0,37.727110799,-122.442345951,0.811213051625828,2.035494817765621,,
26521,Marina,2021,850365.0,1806.0,3,2.0,32.0,37.803356454,-122.42905911,-1.1839408263277853,-2.1925569223115797,,
26522,Outer Mission,2019,297143.0,1432.0,4,2.0,94.0,37.716510112,-122.44447855,1.9234689644153036,0.9738071759576604,34.226158142089844,45.927001953125
26523,Mission Bay,2018,306075.0,536.0,1,1.0,16.0,37.770379537,-122.40106233,-2.679476904759661,0.7739569004199691,,
26524,Central Sunset,2023,517638.0,2155.0,4,2.0,96.0,37.757470004,-122.481784938,2.3237988026500593,-2.2652075503959384,,
26525,South of Market,2023,867319.0,913.0,0,2.0,25.0,37.774378945,-122.399574742,-2.2226137711503355,-2.681595241325196,,
26526,Inner Mission,2022,1313786.0,2600.0,0,2.0,123.0,37.756295075,-122.408201253,-0.7875865870646579,-2.2193344594678877,,
26527,Marina,2019,994500.0,788.0,1,1.0,85.0,37.804913245,-122.436370719,-1.351077143589696,0.4294404075302723,,
26528,Excelsior,2019,416414.0,1340.0,0,1.0,99.0,37.714788643,-122.435428549,0.9920654768980764,1.3330178600413956,,
26529,Ingleside,2019,723532.0,1053.0,0,2.0,113.0,37.722576925,-122.457479561,1.8628468401256721,1.1578847922166466,,
26530,Outer Parkside,2021,874809.0,780.0,1,1.0,3.0,37.735853774,-122.504737332,2.8117960404293356,-1.038395555086783,,
26531,Russian Hill,2022,226723.0,1299.0,2,2.0,111.0,37.805857926,-122.422925182,-1.3609304980772936,-1.9618940676453014,,
26532,South Beach,2016,685130.0,1075.0,0,0.0,21.0,37.786904933,-122.390920263,-2.8752286179036703,0.9653047076468342,,
26533,Croker Amazon,2023,780300.0,1068.0,2,2.0,29.0,37.710229792,-122.426264526,1.4523363752044447,-2.2194768841513137,57.913299560546875,36.57162094116211
26534,Parkside,2018,931040.0,1300.0,0,1.0,76.0,37.738569273,-122.481496482,1.9348543965970764,1.3971337918464295,,
26535,Hayes Valley,2023,598173.0,2769.0,6,2.0,138.0,37.774454644,-122.428665885,-0.7844483500840004,-3.025050921386815,,
26536,Portola,2020,608203.0,1884.0,3,1.0,93.0,37.732595897,-122.407763753,0.23490094064947561,-1.2388970694070065,,
26537,Outer Richmond,2023,1136250.0,1312.0,2,1.0,84.0,37.777404582,-122.509011854,2.6685788182137298,-2.0491957545946047,,
26538,Mission Terrace,2016,46401.0,1204.0,0,1.0,110.0,37.725126768,-122.442261846,0.6725187147445819,2.269224743636559,,
26539,Bayview,2019,373436.0,1250.0,0,1.0,113.0,37.730575105,-122.393156884,-0.31002019376348167,1.1190619618393582,,
26540,Telegraph Hill,2015,747888.0,971.0,0,1.0,40.0,37.803468742,-122.404078374,-2.4350377811236137,1.3433100792970087,,
26541,Presidio Heights,2020,466838.0,3250.0,0,3.0,117.0,37.788411932,-122.450121976,0.10787156704604303,-1.2673829559053158,,
26542,Central Waterfront/Dogpatch,2021,905108.0,1243.0,2,2.0,14.0,37.759671684,-122.390862988,-1.5774660630105177,-2.950684036616855,,
26543,Bernal Heights,2023,472013.0,1445.0,3,2.0,119.0,37.737879303,-122.4135976,0.2695359669878205,-2.6719764981684233,,
26544,Mission Terrace,2019,87974.0,1109.0,0,1.0,55.0,37.721223629,-122.445327383,0.6617322326197885,1.4280713200105515,,
26545,Parkside,2022,1151841.0,2484.0,3,4.0,105.0,37.740902674,-122.487540324,3.343512422960898,-2.1640373132584423,,
26546,Lower Pacific Heights,2015,1977372.0,2496.0,3,2.0,123.0,37.788301605,-122.428395819,-1.0340184495083329,0.962998936065561,,
26547,Inner Sunset,2019,566676.0,2500.0,0,2.0,115.0,37.759136573,-122.470596758,1.2338118685508348,0.9311583191942219,,
26548,Inner Mission,2018,472002.0,2573.0,5,3.0,123.0,37.752194028,-122.422450137,-0.19145635931485752,0.4322215311508056,,
26549,Merced Heights,2015,175807.0,1822.0,4,2.0,62.0,37.719108125,-122.466874213,2.368855331158908,1.9158963301315932,,
26550,Outer Parkside,2021,381544.0,1198.0,0,1.0,82.0,37.746023785,-122.504175914,2.9125103114688873,-0.6989741623390906,,
26551,Russian Hill,2017,2800.0,0.0,0,0.0,86.0,37.80547351,-122.420596455,-3.567539684770692,2.7086269382362835,,
26552,Outer Richmond,2015,869838.0,1450.0,0,1.0,102.0,37.779856845,-122.501121642,2.0287027042704415,2.004852385590422,,
26553,Van Ness/ Civic Center,2019,675586.0,1128.0,2,2.0,30.0,37.786715844,-122.424202561,-2.2865497201270335,0.4719334165489692,,
26554,South Beach,2015,590824.0,536.0,0,0.0,26.0,37.788008364,-122.389643054,-2.9662119706830397,1.260043027584172,,
26555,Mission Terrace,2018,59842.0,1470.0,0,1.0,94.0,37.729453644,-122.433365576,0.3326828148544412,1.6970654526467,,
26556,Inner Parkside,2015,237432.0,1776.0,0,3.0,45.0,37.742373649,-122.475271565,1.5743190564140745,1.8397224404443604,,
26557,Parkside,2023,164504.0,2404.0,0,2.0,98.0,37.742174897,-122.477449593,2.2079547749636834,-1.6670304481264635,,
26558,Inner Sunset,2023,834870.0,3080.0,0,4.0,109.0,37.76457241,-122.474720177,1.8828727484162977,-2.364744990891744,,
26559,Noe Valley,2021,444753.0,1570.0,0,1.0,148.0,37.752237952,-122.423288493,-0.38242386622803537,-1.1987191944111726,,
26560,Lone Mountain,2021,275529.0,639.0,0,0.0,21.0,37.780205881,-122.450945559,-1.2093110186762754,-1.2936000213634067,,
26561,Pacific Heights,2018,438127.0,1300.0,0,1.0,53.0,37.790264805,-122.428510414,-1.9261943585936019,0.8127274926168827,,
26562,Central Sunset,2018,1060166.0,2002.0,5,3.0,100.0,37.764083961,-122.489312815,2.5872693860095266,0.6642540745518138,,
26563,South Beach,2015,1700000.0,1565.0,2,2.0,27.0,37.782774895,-122.389688346,-2.1750739650689797,0.6464949172028254,,
26564,Outer Richmond,2023,303080.0,1642.0,4,2.0,98.0,37.777822681,-122.504248895,2.863924499883456,-2.1294828338448073,,
26565,Corona Heights,2017,1796560.0,2880.0,3,2.0,24.0,37.763345692,-122.441351395,-0.5441827943270384,0.42251089571498973,,
26566,Portola,2020,960000.0,1219.0,2,1.0,83.0,37.733229041,-122.408437531,0.05548484167866818,-1.224532437598554,,
26567,South of Market,2018,486274.0,783.0,0,1.0,23.0,37.775069118,-122.408778065,-2.7839852398072185,0.7099449668010458,,
26568,Central Sunset,2019,1160166.0,1575.0,3,1.0,96.0,37.757053902,-122.478486913,1.7566765724194606,0.7997721093297651,,
26569,Marina,2021,448966.0,565.0,0,1.0,32.0,37.804420393,-122.444066591,-1.4475451384831084,-1.6006167855474678,,
26570,Central Waterfront/Dogpatch,2020,1096816.0,1678.0,2,2.0,14.0,37.759671684,-122.390862988,-1.538133544372468,-2.785020938794533,,
26571,Pine Lake Park,2016,856064.0,1852.0,3,2.0,75.0,37.734537698,-122.486980339,2.735236512339574,1.4213661743599215,,
26572,Parkside,2022,461939.0,1350.0,0,1.0,82.0,37.749163239,-122.480087532,1.8410735374984013,-1.5229362932008703,,
26573,Parkside,2017,278369.0,1873.0,3,2.0,84.0,37.739072051,-122.487564346,2.552585472081455,1.456513219657119,,
26574,Diamond Heights,2021,110502.0,1578.0,0,2.0,51.0,37.740549131,-122.439783028,-0.013700206763072407,-1.0795414285899658,,
26575,Hayes Valley,2019,598230.0,694.0,0,1.0,7.0,37.774428917,-122.421110192,-2.7904052322047628,0.31846434064888485,,
26576,Noe Valley,2017,1637177.0,2420.0,4,3.0,123.0,37.750608175,-122.423581436,0.2119302896064087,0.5464137319728071,,
26577,Excelsior,2015,152080.0,1000.0,0,1.0,123.0,37.719660146,-122.430677989,0.6964860081464741,2.38530485175169,,
26578,South Beach,2020,1032748.0,1525.0,2,2.0,19.0,37.783600243,-122.390707461,-2.063125164931774,-2.1001668963924995,,
26579,Inner Mission,2020,289840.0,2330.0,0,4.0,45.0,37.75898385,-122.420340689,-0.9619509361406468,-1.5614784392421297,,
26580,Ingleside,2022,45219.0,800.0,0,1.0,79.0,37.717707516,-122.452039018,1.4771942770354884,-1.1344830813169071,,
26581,Excelsior,2018,91317.0,2250.0,0,2.0,58.0,37.727239545,-122.427813106,0.3686697835312643,1.4488616281912305,,
26582,Diamond Heights,2017,878667.0,1959.0,0,2.0,47.0,37.747685624,-122.441132006,-0.2397244273245251,1.12793379558229,,
26583,Outer Sunset,2020,968784.0,2464.0,5,3.0,93.0,37.764142892,-122.496843648,3.184266076801176,-1.4290258801751936,,
26584,Outer Sunset,2021,62702.0,1214.0,0,1.0,78.0,37.752468853,-122.503966541,2.505354419164216,-0.48560413323326157,,
26585,Inner Mission,2016,192098.0,420.0,0,1.0,86.0,37.748496614,-122.418662397,-1.4342291552008675,1.6894957255364527,,
26586,Outer Parkside,2018,882154.0,1769.0,4,2.0,76.0,37.739351505,-122.495110614,3.1641183220890747,1.0335663476924362,,
26587,Mission Terrace,2016,179630.0,1405.0,2,2.0,67.0,37.722101136,-122.442892079,1.0264247878866444,1.681223897785365,,
26588,Inner Parkside,2016,360305.0,3044.0,7,4.0,97.0,37.74016664,-122.471926122,2.6618799415870265,0.9371578419789902,,
26589,South Beach,2016,1196603.0,1307.0,2,2.0,15.0,37.789375968,-122.390971995,-2.308981091624463,0.45793977592258195,,
26590,Outer Mission,2022,51541.0,1150.0,0,1.0,97.0,37.714630049,-122.445939007,1.5576436062937353,-1.0397549418648984,,
26591,North Panhandle,2023,1704768.0,3300.0,4,4.0,110.0,37.77844751,-122.443896471,0.3740597144881667,-3.11739582105897,-23.400121688842773,25.814289093017578
26592,Russian Hill,2021,1571613.0,1263.0,1,1.0,61.0,37.803046444,-122.421075738,-1.847332423737,-1.5789376607308907,,
26593,South of Market,2022,729028.0,868.0,0,0.0,21.0,37.77635833,-122.401564037,-2.69620140691874,-2.2361656414701416,,
26594,Silver Terrace,2019,262760.0,1594.0,3,2.0,37.0,37.733232789,-122.395881905,-0.33714060595648004,0.6024162648442439,,
26595,Outer Richmond,2015,356223.0,1822.0,4,2.0,98.0,37.773106903,-122.496804016,2.4245693215799977,1.66191481959529,,
26596,Lake Street,2022,440273.0,1278.0,3,2.0,36.0,37.78454299,-122.475923914,0.8775246709920081,-2.231203581156825,,
26597,Inner Mission,2015,287279.0,3000.0,0,3.0,116.0,37.749656287,-122.415205544,-0.6955788322695122,1.5598532570362673,,
26598,Central Sunset,2018,89093.0,2486.0,0,1.0,107.0,37.764460602,-122.488264162,1.6635738592208729,1.6957557565552646,33.98908615112305,24.57769775390625
26599,Outer Sunset,2021,230207.0,1092.0,0,1.0,83.0,37.758975571,-122.501977448,2.418849796887049,-0.7017261306438567,51.612396240234375,-47.471900939941406
26600,Outer Mission,2019,119661.0,2012.0,0,2.0,61.0,37.712859603,-122.446185518,1.574260096665825,1.3831967473153195,,
26601,Parkside,2022,224620.0,1465.0,3,2.0,108.0,37.74127159,-122.484911548,2.7046315980130173,-1.6633126914324945,,
26602,Outer Richmond,2019,1706582.0,3215.0,7,4.0,59.0,37.772955005,-122.507529558,3.469816893644861,0.006831864866225776,,
26603,Silver Terrace,2021,48327.0,995.0,0,1.0,79.0,37.738826698,-122.399988149,-0.7397181087440833,-0.824891773003304,,
26604,Merced Heights,2019,43643.0,1266.0,0,1.0,83.0,37.719259683,-122.4647331,1.8168619384551041,1.792784258837241,,
26605,Ingleside,2023,951709.0,1401.0,0,2.0,116.0,37.72041454,-122.45951497,2.2540875006296104,-1.8674167657150482,,
26606,Bernal Heights,2016,308654.0,2016.0,0,2.0,123.0,37.744181502,-122.420470142,-0.31392076317278134,1.247143512546041,,
26607,Potrero Hill,2020,1508580.0,1237.0,2,2.0,7.0,37.75796341,-122.394571813,-1.4681310660055342,-1.8493666259946453,,
26608,Central Richmond,2018,101471.0,1535.0,0,1.0,102.0,37.77326996,-122.478121885,0.8937200458451774,1.5301694039442268,,
26609,Eureka Valley/Dolores Heights,2023,84274.0,2945.0,0,3.0,123.0,37.760643321,-122.432428948,-0.27758441328050587,-2.1298474589844587,,
26610,Bernal Heights,2021,1597378.0,2000.0,4,3.0,117.0,37.740352783,-122.4128681,0.5216671605651199,-2.267188018559267,,
26611,Croker Amazon,2018,655998.0,1319.0,0,1.0,22.0,37.714307476,-122.442636482,1.0333903822658095,1.2801692732452472,,
26612,Yerba Buena,2019,351662.0,683.0,1,1.0,23.0,37.781635729,-122.402048187,-2.7108212063898485,-0.21930894579034607,,
26613,Outer Parkside,2018,416280.0,1500.0,0,1.0,83.0,37.737607457,-122.49540299,2.6615975887784824,1.6396473086277938,,
26614,Diamond Heights,2021,789974.0,1287.0,3,2.0,60.0,37.746418863,-122.443850207,0.30447780244361883,-1.6260090714203617,,
26615,South Beach,2017,1731606.0,1387.0,2,2.0,22.0,37.782646299,-122.390388145,-2.19112331881058,0.2087099413487693,,
26616,Glen Park,2021,279547.0,1324.0,2,2.0,53.0,37.741214471,-122.435219132,0.19657053125274612,-1.4644535663407727,,
26617,Excelsior,2023,228612.0,900.0,0,1.0,115.0,37.721251774,-122.431247913,0.8824902423363385,-1.5491604747102816,,
26618,Eureka Valley/Dolores Heights,2021,995042.0,1596.0,1,2.0,123.0,37.759801269,-122.434106237,-0.27996204118791695,-1.6102668907241326,,
26619,Corona Heights,2018,1084000.0,772.0,1,1.0,116.0,37.761275539,-122.445266508,-0.45007184532644423,0.9036770471085671,,
